State,Year,Month,ActivityLevel,Temp,Precipitation,PMDI
Pennsylvania,2011,12,1,47.7,2.15,-0.9
New York,2011,12,1,43.9,2.9,-1.2
Maine,2011,12,1,42.2,4.14,-1.28
New Hampshire,2011,12,1,44.2,3.24,-2.15
Vermont,2011,12,1,42.7,3.3,-1.88
Massachusetts,2011,12,1,48.7,2.9,-2.61
Connecticut,2011,12,1,49.7,3,-2.82
Rhode Island,2011,12,1,50.1,3.22,-2.6
New Jersey,2011,12,1,52.6,2.87,-2.48
Delaware,2011,12,1,55,2.71,-3.28
Maryland,2011,12,1,54.2,2.49,-2.14
West Virginia,2011,12,1,51.7,2.86,-0.51
Virginia,2011,12,2,55.6,3.04,-1.21
North Carolina,2011,12,1,59.2,3.22,-2.84
South Carolina,2011,12,1,64.2,2.55,-5.26
Georgia,2011,12,1,65.6,1.59,-5.26
Alabama,2011,12,6,65,1.89,-3.08
Florida,2011,12,1,71.2,2.63,-5.41
California,2012,1,2,63.9,0.2,-1.25
Oregon,2012,1,1,50.8,1.89,1.48
Washington,2012,1,1,50.9,2.31,1.74
Montana,2012,1,1,49.5,2.42,-1.33
Idaho,2012,1,1,49,1.91,0.19
North Dakota,2012,1,1,55,2.04,0.69
Nevada,2012,1,1,58,0.3,-4.13
Arizona,2012,1,1,69.3,0.05,-4.24
Utah,2012,1,2,58,0.28,-3.49
South Dakota,2012,1,1,58.3,2.79,-0.3
Wyoming,2012,1,1,50,1.53,-3.07
Minnesota,2012,1,1,58.3,5.96,-0.48
Colorado,2012,1,1,48.2,1.38,-3.04
New Mexico,2012,1,1,63.4,0.81,-4.35
Texas,2012,1,1,75.5,2.88,-3.38
Oklahoma,2012,1,1,72.6,2.15,-1.14
Kansas,2012,1,1,69,1.47,-1.83
Nebraska,2012,1,1,62.3,2.04,-2.01
Iowa,2012,1,1,65.1,3.51,-1.6
Missouri,2012,1,1,69.5,2.16,-2.03
Arkansas,2012,1,1,73.2,1.47,-2.7
Louisiana,2012,1,4,76.3,2.17,-2.4
Mississippi,2012,1,1,74.3,3.13,-2.25
Tennessee,2012,1,1,70.5,3.25,-2.66
Kentucky,2012,1,1,69.4,4.25,-1.9
Illinois,2012,1,3,68.1,2.47,-2.24
Wisconsin,2012,1,1,59.6,4.81,-0.11
Michigan,2012,1,1,59,3,-1.42
Indiana,2012,1,1,67.7,2.75,-2.53
Ohio,2012,1,1,66.5,3.68,-0.82
Pennsylvania,2012,1,1,63.7,5.1,-0.81
New York,2012,1,1,60.5,4.12,-1.45
Maine,2012,1,1,53.8,4.68,-0.22
New Hampshire,2012,1,1,57,5.74,-0.62
Vermont,2012,1,1,57.5,5.56,-0.96
Massachusetts,2012,1,2,60.4,4.79,-1.93
Connecticut,2012,1,1,61.6,3.94,-2.78
Rhode Island,2012,1,1,60.6,4.57,-1.93
New Jersey,2012,1,1,65.1,4.27,-2.34
Delaware,2012,1,1,67.8,2.45,-3.64
Maryland,2012,1,1,67.7,3.69,-2.29
West Virginia,2012,1,1,65.8,4.94,-0.55
Virginia,2012,1,3,67.3,4.14,-1.23
North Carolina,2012,1,1,69.6,6.24,-0.87
South Carolina,2012,1,1,72.7,5.72,-3.32
Georgia,2012,1,2,73.5,3.99,-4.91
Alabama,2012,1,5,73.4,4.16,-3.05
Florida,2012,1,1,77.6,5.29,-4.88
California,2012,2,4,69.3,0.32,-1.22
Oregon,2012,2,1,55.5,2.45,2.04
Washington,2012,2,3,55,3.93,2.69
Montana,2012,2,1,60.2,2.01,-1.92
Idaho,2012,2,2,56.9,1.6,-0.07
North Dakota,2012,2,1,65.5,2.62,-1.03
Nevada,2012,2,2,66.2,0.09,-5.24
Arizona,2012,2,2,78.7,0.08,-4.75
Utah,2012,2,4,68.7,0.03,-4.61
South Dakota,2012,2,5,70.4,2.18,-2.35
Wyoming,2012,2,1,62.8,0.45,-4.47
Minnesota,2012,2,1,66.8,4.36,-0.21
Colorado,2012,2,1,55.4,0.91,-4.15
New Mexico,2012,2,1,74.2,0.33,-5.03
Texas,2012,2,3,82.4,1.86,-4.15
Oklahoma,2012,2,1,79.1,2.45,-2.17
Kansas,2012,2,1,77.5,2.16,-2.8
Nebraska,2012,2,3,73.4,1.65,-3.28
Iowa,2012,2,1,71.4,2.81,-2.26
Missouri,2012,2,6,74.8,1.9,-2.83
Arkansas,2012,2,1,78,1.98,-3.36
Louisiana,2012,2,1,80.7,4.25,-2.83
Mississippi,2012,2,2,78.2,3.46,-2.26
Tennessee,2012,2,1,73.6,2.15,-3.13
Kentucky,2012,2,1,72.5,1.5,-2.66
Illinois,2012,2,4,72.6,1.73,-3.06
Wisconsin,2012,2,1,67.1,3.34,-1.25
Michigan,2012,2,1,66.5,3,-1.69
Indiana,2012,2,2,71.6,1.29,-3.53
Ohio,2012,2,1,70.3,2.12,-2.56
Pennsylvania,2012,2,1,66.5,3.3,-1.58
New York,2012,2,1,64.6,3.34,-1.78
Maine,2012,2,1,60.2,7.58,2.32
New Hampshire,2012,2,1,62.1,5.39,0.95
Vermont,2012,2,1,62.2,3.87,-1.08
Massachusetts,2012,2,2,65,4.07,-1.35
Connecticut,2012,2,1,66.4,4.3,-2.05
Rhode Island,2012,2,1,65.7,4.24,-0.94
New Jersey,2012,2,1,70,4.3,-1.56
Delaware,2012,2,1,72.9,2.99,-3.65
Maryland,2012,2,2,71.7,2.99,-2.38
West Virginia,2012,2,1,67.5,2.64,-1.46
Virginia,2012,2,2,70.2,2.85,-1.42
North Carolina,2012,2,1,72.3,2.85,-1.67
South Carolina,2012,2,2,74.8,4.17,-2.55
Georgia,2012,2,1,75.6,4.73,-3.96
Alabama,2012,2,10,76.8,4,-2.8
Florida,2012,2,1,79.3,12.57,-0.71
California,2012,3,2,74.7,0.26,-1.16
California,2012,3,2,77.8,0.3,-0.99
Oregon,2012,3,1,66.3,0.45,2.23
Oregon,2012,3,1,67.7,0.08,1.09
Washington,2012,3,3,65.2,1.43,3.25
Washington,2012,3,3,66.2,0.1,2.58
Montana,2012,3,1,70.7,1.29,-2.25
Montana,2012,3,1,66.7,0.57,-3.02
Idaho,2012,3,3,68.5,0.93,-0.08
Idaho,2012,3,3,67.3,0.28,-0.86
North Dakota,2012,3,1,74.1,2.21,-2.43
North Dakota,2012,3,1,67.4,1.52,-2.89
Nevada,2012,3,3,73.7,0.85,-5.29
Nevada,2012,3,2,74.3,1,-4.53
Arizona,2012,3,2,80,2.52,-3.03
Arizona,2012,3,2,80.5,2.22,-2.72
Utah,2012,3,3,73.2,1.41,-4.6
Utah,2012,3,4,73,1.07,-4.6
South Dakota,2012,3,5,78.7,1.54,-3.42
South Dakota,2012,3,1,71,1.12,-4.23
Wyoming,2012,3,1,70,1.12,-5.49
Wyoming,2012,3,2,66.6,0.26,-6.57
Minnesota,2012,3,3,74.3,3.28,-0.62
Minnesota,2012,3,1,66.7,2.04,-2.23
Colorado,2012,3,3,67.9,0.42,-5.67
Colorado,2012,3,1,70.6,2.27,-5.99
New Mexico,2012,3,4,74.4,1.95,-5.04
New Mexico,2012,3,1,73.9,1.62,-5.5
Texas,2012,3,5,83.4,2.7,-3.95
Texas,2012,3,4,83.7,1.84,-4.02
Oklahoma,2012,3,8,85.9,1.16,-3.67
Oklahoma,2012,3,1,81.5,2.42,-3.8
Kansas,2012,3,7,84.4,1.28,-3.8
Kansas,2012,3,1,76.5,2.61,-3.9
Nebraska,2012,3,3,80,1.03,-4.77
Nebraska,2012,3,1,73,1.06,-5.7
Iowa,2012,3,1,79.6,1.17,-3.56
Iowa,2012,3,1,71,2.88,-3.96
Missouri,2012,3,9,83.6,1.7,-3.9
Missouri,2012,3,1,76.2,2.44,-4.32
Arkansas,2012,3,4,84.1,2.82,-4.01
Arkansas,2012,3,1,80.2,4.37,-3.47
Louisiana,2012,3,2,82.3,7.74,-1.42
Louisiana,2012,3,3,82,8.86,1.76
Mississippi,2012,3,5,81.9,7.02,-1.05
Mississippi,2012,3,3,79.5,8.71,2.16
Tennessee,2012,3,2,80.5,5.75,-2.79
Tennessee,2012,3,1,75.6,3.58,-2.71
Kentucky,2012,3,1,80.5,5.54,-2.47
Kentucky,2012,3,1,74.6,3.17,-2.59
Illinois,2012,3,6,81.8,1.4,-4.35
Illinois,2012,3,3,73.6,3.5,-4.28
Wisconsin,2012,3,1,74.8,3.19,-1.67
Wisconsin,2012,3,1,67.1,2.34,-2.45
Michigan,2012,3,1,73.5,3.59,-1.52
Michigan,2012,3,1,67.5,2.73,-1.92
Indiana,2012,3,3,80.2,2.53,-4.45
Indiana,2012,3,2,71.9,4.05,-4.02
Ohio,2012,3,1,77.5,3.45,-3.09
Ohio,2012,3,1,71.4,2.97,-3.27
Pennsylvania,2012,3,1,74.1,4.73,-1.42
Pennsylvania,2012,3,1,69.8,3.52,-1.78
New York,2012,3,1,71.4,3.14,-2.23
New York,2012,3,1,68.5,3.19,-2.57
Maine,2012,3,1,67.6,1.89,-0.18
Maine,2012,3,1,67.4,4.29,-0.19
New Hampshire,2012,3,1,68.9,2.95,-0.08
New Hampshire,2012,3,1,68.2,4.76,0.56
Vermont,2012,3,1,68,3.54,-1.62
Vermont,2012,3,4,67.1,3.29,-2.11
Massachusetts,2012,3,1,73,2.67,-2.01
Massachusetts,2012,3,1,71.5,4.8,-1.36
Connecticut,2012,3,1,74.1,3.78,-1.88
Connecticut,2012,3,1,72,3.85,-1.92
Rhode Island,2012,3,1,73.6,3.78,-0.18
Rhode Island,2012,3,1,72.5,4.17,0.14
New Jersey,2012,3,1,77.9,3.43,-2.09
New Jersey,2012,3,1,74.7,4.62,-2.03
Delaware,2012,3,1,80.9,3.16,-4.1
Delaware,2012,3,1,76.8,5.81,-3.49
Maryland,2012,3,2,79.8,3.67,-2.67
Maryland,2012,3,1,75.8,4.86,-2.48
West Virginia,2012,3,1,75.3,5.88,-0.7
West Virginia,2012,3,1,70.8,2.58,-1.76
Virginia,2012,3,2,78.7,4.63,-1.54
Virginia,2012,3,1,74,4.74,-1.17
North Carolina,2012,3,2,80.4,6.13,-1.78
North Carolina,2012,3,1,75.7,5.92,-1.12
South Carolina,2012,3,1,82.8,5.51,-2.29
South Carolina,2012,3,1,78,7.45,-0.25
Georgia,2012,3,1,82.2,4.44,-4.38
Georgia,2012,3,1,78.1,6.25,-2.84
Alabama,2012,3,10,81.6,5.75,-2.64
Alabama,2012,3,5,78.1,6.07,-0.85
Florida,2012,3,1,82.4,5.84,-1.51
Florida,2012,3,1,81.5,10.38,1.24
California,2012,5,1,73.1,0.1,-1.68
Oregon,2012,5,1,61.8,0.09,-1.12
Washington,2012,5,6,59.7,0.16,0.18
Montana,2012,5,1,58.2,0.17,-3.97
Idaho,2012,5,2,58.4,0.32,-1.55
North Dakota,2012,5,1,58.2,0.2,-3.84
Nevada,2012,5,1,66.2,0.53,-4.42
Arizona,2012,5,1,73.7,1.07,-2.73
Utah,2012,5,1,63.6,1.04,-4.25
South Dakota,2012,5,1,62.6,0.2,-5.05
Wyoming,2012,5,1,57.5,0.46,-6.94
Minnesota,2012,5,1,57.3,0.61,-3.76
Colorado,2012,5,1,67.7,1.07,-6.75
New Mexico,2012,5,1,66.2,1.31,-5.4
Texas,2012,5,1,76.6,3.95,-2.92
Oklahoma,2012,5,1,74.4,2.94,-3.71
Kansas,2012,5,1,68.2,2.09,-3.94
Nebraska,2012,5,1,64.1,0.49,-6.33
Iowa,2012,5,1,62.1,1.62,-4.62
Missouri,2012,5,1,67,4.9,-3.57
Arkansas,2012,5,1,73.5,5.01,-2.37
Louisiana,2012,5,1,77.4,5.66,2.24
Mississippi,2012,5,1,74.4,4.18,2.43
Tennessee,2012,5,1,69.1,5.81,-0.59
Kentucky,2012,5,1,67.3,5.88,-0.03
Illinois,2012,5,2,64.9,5.04,-2.76
Wisconsin,2012,5,1,57.7,1.5,-3.3
Michigan,2012,5,1,58.4,2.57,-2.35
Indiana,2012,5,1,64.2,5.18,-2.02
Ohio,2012,5,1,63.3,5.1,-0.85
Pennsylvania,2012,5,1,62,5.11,-0.6
New York,2012,5,1,59.9,4.91,-1.37
Maine,2012,5,1,55.9,4.91,0.6
New Hampshire,2012,5,1,57.5,5.06,1.11
Vermont,2012,5,1,57.2,5.51,-0.67
Massachusetts,2012,5,1,61.9,5.34,-0.13
Connecticut,2012,5,1,63.3,5.41,-0.84
Rhode Island,2012,5,1,63.3,4.53,0.82
New Jersey,2012,5,1,67,4.45,-1.55
Delaware,2012,5,1,68.4,3.77,-3.35
Maryland,2012,5,1,67.8,3.61,-2.37
West Virginia,2012,5,1,63.9,5.23,0.46
Virginia,2012,5,1,66.9,4.14,-0.56
North Carolina,2012,5,1,69.8,4.42,-0.68
South Carolina,2012,5,1,73.6,2.54,-0.67
Georgia,2012,5,1,74,2.91,-3.13
Alabama,2012,5,6,73,5.35,0.65
Florida,2012,5,1,79.5,5.59,0.6
California,2012,6,1,62.2,0.99,-1.97
California,2012,6,1,52.5,3.57,-1.11
Oregon,2012,6,1,48.8,3.77,-0.06
Oregon,2012,6,1,40.6,5.39,0.51
Washington,2012,6,1,47.4,6.47,2.04
Washington,2012,6,0,39,7.31,2.51
Montana,2012,6,1,41,1.82,-2.33
Montana,2012,6,1,32.4,1.45,-1.77
Idaho,2012,6,1,43.7,2.32,-0.45
Idaho,2012,6,1,36,2.75,-0.6
North Dakota,2012,6,1,41.2,1.97,-1.54
North Dakota,2012,6,1,27.5,0.68,-0.97
Nevada,2012,6,1,53.4,0.67,-4.19
Nevada,2012,6,1,43.4,0.48,-4.45
Arizona,2012,6,1,63.8,0.25,-3.56
Arizona,2012,6,1,53.8,0.21,-3.9
Utah,2012,6,1,50.9,0.96,-4.08
Utah,2012,6,1,41.2,0.67,-4.33
South Dakota,2012,6,1,45.6,0.83,-4.72
South Dakota,2012,6,1,34.9,0.32,-4.68
Wyoming,2012,6,1,41.7,1.11,-6.19
Wyoming,2012,6,1,35,0.87,-6.22
Minnesota,2012,6,1,43.2,1.88,-3.57
Minnesota,2012,6,1,31,0.87,-3.85
Colorado,2012,6,1,59.5,1.29,-6.46
Colorado,2012,6,1,46.5,0.72,-6.28
New Mexico,2012,6,1,56.1,0.29,-5.63
New Mexico,2012,6,1,46.7,0.18,-5.74
Texas,2012,6,1,65.9,0.69,-3.71
Texas,2012,6,1,59,0.31,-4.39
Oklahoma,2012,6,1,59.6,1.2,-3.91
Oklahoma,2012,6,1,52.2,0.63,-4.39
Kansas,2012,6,1,54,1.14,-3.93
Kansas,2012,6,1,46.5,0.58,-4.21
Nebraska,2012,6,1,48.2,0.88,-5.95
Nebraska,2012,6,1,40,0.29,-6.06
Iowa,2012,6,1,48.8,2.98,-3.97
Iowa,2012,6,1,39.2,1.05,-4.53
Missouri,2012,6,1,54.3,3.17,-3.28
Missouri,2012,6,1,45.1,1.57,-3.82
Arkansas,2012,6,1,59.3,3.29,-2.03
Arkansas,2012,6,1,50.2,1.74,-3.11
Louisiana,2012,6,1,65.8,1.63,1.43
Louisiana,2012,6,1,57,1.68,-0.25
Mississippi,2012,6,1,62.1,3.18,2.51
Mississippi,2012,6,1,52,2.18,1
Tennessee,2012,6,1,56.7,4.09,0.8
Tennessee,2012,6,1,45.8,1.7,-0.43
Kentucky,2012,6,1,55.2,3.03,0.78
Kentucky,2012,6,1,43.2,1.34,-0.38
Illinois,2012,6,1,52.5,3.93,-1.52
Illinois,2012,6,1,41.2,1.21,-2.73
Wisconsin,2012,6,1,44.8,3.78,-1.81
Wisconsin,2012,6,1,34.4,1.11,-2.97
Michigan,2012,6,1,47.5,4.66,-0.3
Michigan,2012,6,1,36.2,0.99,-2.11
Indiana,2012,6,1,52.1,3.95,-0.76
Indiana,2012,6,1,40.1,0.98,-2.12
Ohio,2012,6,1,52.4,4.47,1.49
Ohio,2012,6,1,39.6,0.83,0.46
Pennsylvania,2012,6,1,52.2,5.58,1.14
Pennsylvania,2012,6,1,37.8,1.01,-0.45
New York,2012,6,1,50.9,4.94,0.18
New York,2012,6,1,35.7,1.18,-1.79
Maine,2012,6,1,48.2,6.69,2.36
Maine,2012,6,1,32.7,1.29,-0.64
New Hampshire,2012,6,1,49.7,5.51,1.77
New Hampshire,2012,6,1,34.3,0.8,-1.27
Vermont,2012,6,1,49.3,5.18,1.03
Vermont,2012,6,1,33.1,1.13,-1.44
Massachusetts,2012,6,1,53.5,4.66,0.86
Massachusetts,2012,6,1,39.2,1.14,-1.12
Connecticut,2012,6,1,54.7,4.36,-0.19
Connecticut,2012,6,1,39.4,0.8,-2
Rhode Island,2012,6,1,55.4,3.93,0.91
Rhode Island,2012,6,1,41,0.99,-0.89
New Jersey,2012,6,1,56.8,5.43,0.25
New Jersey,2012,6,1,41.5,1.3,-1.07
Delaware,2012,6,0,59.3,8.09,0.39
Delaware,2012,6,0,43.5,0.98,-0.59
Maryland,2012,6,1,57.5,7.94,1.65
Maryland,2012,6,0,42.6,0.75,0.03
West Virginia,2012,6,1,52.9,4.58,1.51
West Virginia,2012,6,1,39.5,0.77,-0.54
Virginia,2012,6,1,56.4,4.09,0.31
Virginia,2012,6,1,42.7,0.67,-1.31
North Carolina,2012,6,1,59.5,3.32,-0.35
North Carolina,2012,6,1,46.3,0.93,-1.53
South Carolina,2012,6,1,63.7,1.77,-1.13
South Carolina,2012,6,1,50.7,1.46,-1.62
Georgia,2012,6,1,64.7,1.91,-3.43
Georgia,2012,6,1,52.6,1.07,-3.76
Alabama,2012,6,2,62.2,2.91,1.21
Alabama,2012,6,1,51.2,1.36,-0.12
Florida,2012,6,2,73.2,3.65,0.68
Florida,2012,6,1,62.1,0.43,-0.3
California,2012,8,1,43,6.15,1.08
Oregon,2012,8,1,31.5,6.73,1.82
Washington,2012,8,0,32.5,8.25,2.79
Montana,2012,8,1,21.5,1.32,-1.57
Idaho,2012,8,1,25.8,4.12,0.63
North Dakota,2012,8,1,13.3,0.44,-0.75
Nevada,2012,8,1,31.3,1.81,-2.57
Arizona,2012,8,1,42.4,1.46,-3.17
Utah,2012,8,1,27.8,1.76,-3.26
South Dakota,2012,8,1,21.4,0.63,-4.01
Wyoming,2012,8,1,22.1,1.19,-5.72
Minnesota,2012,8,1,16.8,1.04,-3.68
Colorado,2012,8,1,39.4,0.44,-6.73
New Mexico,2012,8,1,36,0.62,-5.31
Texas,2012,8,1,51.1,0.97,-4.61
Oklahoma,2012,8,1,42.2,1.02,-4.63
Kansas,2012,8,1,34.6,0.55,-4.24
Nebraska,2012,8,1,27.6,0.72,-5.57
Iowa,2012,8,1,27.7,1.53,-4.34
Missouri,2012,8,1,38.8,1.68,-4.12
Arkansas,2012,8,0,46.5,3.9,-3.17
Louisiana,2012,8,1,55,5.98,-0.2
Mississippi,2012,8,1,51.6,7.2,1.6
Tennessee,2012,8,1,45.6,5.91,0.22
Kentucky,2012,8,1,43,5.55,0.67
Illinois,2012,8,1,36.8,2.25,-3.14
Wisconsin,2012,8,1,25.1,1.74,-2.69
Michigan,2012,8,1,30.5,2.45,-1.56
Indiana,2012,8,1,38.2,3.21,-2.01
Ohio,2012,8,1,37.7,4.64,1.91
Pennsylvania,2012,8,1,35.8,5.24,1.03
New York,2012,8,1,31.6,5.31,0.99
Maine,2012,8,1,24.4,5.11,0.69
New Hampshire,2012,8,1,28.7,5.43,0.71
Vermont,2012,8,1,27.4,5.03,0.59
Massachusetts,2012,8,1,34.8,5.45,0.29
Connecticut,2012,8,1,35.9,4.7,-1.27
Rhode Island,2012,8,1,37.7,5.82,0.48
New Jersey,2012,8,1,40.6,5.57,0.53
Delaware,2012,8,0,44.1,3.97,-0.03
Maryland,2012,8,0,42.2,3.86,0.44
West Virginia,2012,8,1,39.2,4.83,0.9
Virginia,2012,8,1,42.9,3.08,-1.31
North Carolina,2012,8,1,47.6,4.36,-0.8
South Carolina,2012,8,1,51.5,4.54,-1.1
Georgia,2012,8,1,52.1,4.93,-3.37
Alabama,2012,8,1,50.9,6.61,0.67
Florida,2012,8,1,62,2.71,-0.32
California,2012,9,1,42.1,1.19,-0.8
California,2012,9,1,45.3,0.58,-1.66
Oregon,2012,9,1,29.7,2.6,-0.28
Oregon,2012,9,1,35.1,1.61,-1.6
Washington,2012,9,0,29.1,3.97,1.05
Washington,2012,9,0,35.5,2.76,-0.87
Montana,2012,9,1,21.7,1.05,-1.89
Montana,2012,9,1,27.5,0.55,-2.71
Idaho,2012,9,1,20.2,1.9,-0.33
Idaho,2012,9,2,27.5,1.07,-1.09
North Dakota,2012,9,1,11.4,0.34,-0.88
North Dakota,2012,9,1,16.8,0.52,-0.49
Nevada,2012,9,1,26,0.68,-2.8
Nevada,2012,9,1,33.3,0.38,-3.44
Arizona,2012,9,1,38.6,1.3,-2.32
Arizona,2012,9,1,42.2,0.51,-2.54
Utah,2012,9,1,19.7,1.01,-3.3
Utah,2012,9,1,27.6,0.52,-3.69
South Dakota,2012,9,0,19.4,0.45,-3.72
South Dakota,2012,9,1,23.8,0.7,-3.17
Wyoming,2012,9,1,19.9,0.74,-5.79
Wyoming,2012,9,1,22.6,0.79,-5.88
Minnesota,2012,9,1,11.4,1.01,-3.49
Minnesota,2012,9,1,13,1.16,-2.76
Colorado,2012,9,1,25.9,1.31,-6.27
Colorado,2012,9,1,22.9,0.91,-6.23
New Mexico,2012,9,1,32,0.5,-4.89
New Mexico,2012,9,1,36.1,0.39,-4.59
Texas,2012,9,1,47.9,2.46,-3.95
Texas,2012,9,2,51.7,1.21,-4.14
Oklahoma,2012,9,1,39.7,1.77,-4.49
Oklahoma,2012,9,1,41.1,3.24,-3.42
Kansas,2012,9,1,32.3,0.84,-4.03
Kansas,2012,9,1,33.6,1.63,-3.1
Nebraska,2012,9,1,25.5,0.32,-5.41
Nebraska,2012,9,1,28.8,0.83,-4.98
Iowa,2012,9,1,22,0.95,-4.23
Iowa,2012,9,1,24.2,1.27,-3.9
Missouri,2012,9,1,33.8,3.33,-3.05
Missouri,2012,9,1,34.5,3.19,-1.3
Arkansas,2012,9,0,42.1,6.03,-1.55
Arkansas,2012,9,0,43.3,4.07,-1.22
Louisiana,2012,9,1,52.5,10.93,2.39
Louisiana,2012,9,1,54.3,6.28,2.54
Mississippi,2012,9,1,49.1,9.07,2.69
Mississippi,2012,9,1,49,7.12,2.97
Tennessee,2012,9,1,41,8.64,1.62
Tennessee,2012,9,1,40.8,3.01,0.01
Kentucky,2012,9,1,36.7,5.6,1.29
Kentucky,2012,9,1,36.8,2.19,-0.33
Illinois,2012,9,1,29.2,3.81,-1.17
Illinois,2012,9,2,29.9,2.65,0.11
Wisconsin,2012,9,1,16.8,1.69,-1.46
Wisconsin,2012,9,1,17,1.63,-0.16
Michigan,2012,9,1,23,3.3,1.2
Michigan,2012,9,1,20.9,2.28,1.64
Indiana,2012,9,1,29.9,4.71,0.07
Indiana,2012,9,1,30.2,2.21,0.22
Ohio,2012,9,1,30.5,2.61,1.8
Ohio,2012,9,1,29.2,1.88,1.19
Pennsylvania,2012,9,1,29,2.97,0.93
Pennsylvania,2012,9,1,27.4,1.98,0.23
New York,2012,9,1,24.3,2.12,0.21
New York,2012,9,1,23.3,2.38,0.06
Maine,2012,9,1,15.9,1.42,-1.19
Maine,2012,9,1,20.1,3.06,-0.59
New Hampshire,2012,9,1,20.2,1.98,-0.54
New Hampshire,2012,9,1,23.1,3.09,-0.41
Vermont,2012,9,1,18.6,1.87,-0.46
Vermont,2012,9,1,21.5,1.92,-1.13
Massachusetts,2012,9,1,27.5,1.92,-0.99
Massachusetts,2012,9,1,28.4,4.25,0.25
Connecticut,2012,9,1,28.8,1.72,-2.09
Connecticut,2012,9,1,29.2,3.62,-1.35
Rhode Island,2012,9,1,30.5,1.86,-0.95
Rhode Island,2012,9,1,30.3,4.79,0.61
New Jersey,2012,9,1,33.9,3,0.22
New Jersey,2012,9,1,32.9,2.89,0.2
Delaware,2012,9,0,37.4,3.04,-0.27
Delaware,2012,9,0,35.9,2.66,-0.44
Maryland,2012,9,0,36.3,3.45,0.41
Maryland,2012,9,3,34.5,2.21,-0.39
West Virginia,2012,9,1,33.9,4.41,1.55
West Virginia,2012,9,1,32.3,1.83,-0.14
Virginia,2012,9,1,38.5,5.95,1.17
Virginia,2012,9,1,36.8,2.27,-0.04
North Carolina,2012,9,1,44.1,4.69,-0.03
North Carolina,2012,9,1,41.8,4.09,0.34
South Carolina,2012,9,1,50.2,2.48,-1.76
South Carolina,2012,9,1,46.6,6.2,0.13
Georgia,2012,9,1,52.5,3.32,-3.53
Georgia,2012,9,1,48.8,9.62,0.84
Alabama,2012,9,1,50.1,6.27,1
Alabama,2012,9,1,48,8.86,1.98
Florida,2012,9,1,64,0.8,-1.68
Florida,2012,9,1,61.8,4.43,-0.85
California,2012,11,1,48.7,6.41,3.03
Oregon,2012,11,1,37.9,6.37,2.86
Washington,2012,11,1,38.4,7.81,3.17
Montana,2012,11,1,28.6,1.62,4.62
Idaho,2012,11,1,33.4,3.88,2.88
North Dakota,2012,11,1,19.2,1.05,7.22
Nevada,2012,11,1,40.6,1.57,2.49
Arizona,2012,11,1,53.3,0.33,-1.8
Utah,2012,11,2,39.4,1.27,2.97
South Dakota,2012,11,1,27.3,1.05,7.16
Wyoming,2012,11,1,32,1.48,2.23
Minnesota,2012,11,1,23.6,1.19,4.08
Colorado,2012,11,1,37.7,1.16,-1.01
New Mexico,2012,11,1,49.2,0.15,-2.97
Texas,2012,11,4,61.8,0.27,-3.39
Oklahoma,2012,11,1,52.4,0.74,-3.03
Kansas,2012,11,2,44.1,1.11,-0.84
Nebraska,2012,11,1,37.1,0.88,3.43
Iowa,2012,11,1,35.1,1.5,3.7
Missouri,2012,11,1,45.1,3.47,1.9
Arkansas,2012,11,1,52.5,2.8,-3.68
Louisiana,2012,11,4,62,3.88,-4.01
Mississippi,2012,11,2,57.8,6.8,-2.52
Tennessee,2012,11,1,50.6,6.96,-0.41
Kentucky,2012,11,1,47.9,5.51,-0.42
Illinois,2012,11,2,41.6,2.72,1.18
Wisconsin,2012,11,1,28,2.38,3.17
Michigan,2012,11,1,28.8,2.21,-0.41
Indiana,2012,11,1,41.7,3.46,-0.18
Ohio,2012,11,1,39.6,4.24,1.45
Pennsylvania,2012,11,1,36.3,5.79,2.01
New York,2012,11,1,30.9,4.51,2.39
Maine,2012,11,1,26.8,4.93,2.36
New Hampshire,2012,11,1,29.3,4.87,1.06
Vermont,2012,11,1,27.5,4.7,2.98
Massachusetts,2012,11,1,35.4,3.89,0.78
Connecticut,2012,11,1,37,4.74,0.15
Rhode Island,2012,11,1,38,2.52,-0.92
New Jersey,2012,11,1,41.3,5.55,-0.33
Delaware,2012,11,1,43.9,4.06,-2.1
Maryland,2012,11,1,43.7,5.04,-0.66
West Virginia,2012,11,1,42.6,5.74,0.15
Virginia,2012,11,2,46,5.28,-1.18
North Carolina,2012,11,1,50.6,5.23,-1.78
South Carolina,2012,11,1,55.8,5.02,-3.2
Georgia,2012,11,1,57.8,5.97,-2.26
Alabama,2012,11,1,57.8,8.17,-1.64
Florida,2012,11,1,66.5,4.06,-3.04
California,2012,12,1,53.4,1.1,2.11
Oregon,2012,12,1,39.5,3.94,3.64
Washington,2012,12,1,40.2,4.67,3.96
Montana,2012,12,1,37.7,2.52,5.21
Idaho,2012,12,2,36.4,3.18,3.66
North Dakota,2012,12,1,39.1,1.87,7.4
Nevada,2012,12,1,44.4,1.22,2.74
Arizona,2012,12,1,58.9,0.41,-2.29
Utah,2012,12,4,43.5,2.02,3.54
South Dakota,2012,12,2,43.1,2.29,7.25
Wyoming,2012,12,5,37.1,2.49,3.04
Minnesota,2012,12,1,41.6,2.7,4.05
Colorado,2012,12,4,43,2.1,-0.22
New Mexico,2012,12,1,55.6,0.25,-3.74
Texas,2012,12,10,70.3,0.7,-4.47
