STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,Level 2,Minimal,May-09-2015,18,2014-15
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,May-09-2015,18,2014-15
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 2,Minimal,May-09-2015,18,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,May-16-2015,19,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,May-16-2015,19,2014-15
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,May-02-2015,17,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,May-23-2015,20,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,May-23-2015,20,2014-15
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,May-30-2015,21,2014-15
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,May-30-2015,21,2014-15
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Jun-13-2015,23,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Jun-20-2015,24,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Jul-04-2015,26,2014-15
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Jul-11-2015,27,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Jul-25-2015,29,2014-15
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 2,Minimal,May-30-2015,21,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Aug-01-2015,30,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Aug-08-2015,31,2014-15
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Aug-08-2015,31,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Aug-22-2015,33,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Aug-29-2015,34,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Sep-05-2015,35,2014-15
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Sep-12-2015,36,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Sep-12-2015,36,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Sep-19-2015,37,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Sep-26-2015,38,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Oct-03-2015,39,2014-15
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,Oct-17-2015,41,2015-16
Washington,http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData,Influenza Update,Level 2,Minimal,Oct-03-2015,39,2014-15
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Oct-03-2015,39,2014-15
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,Sep-26-2015,38,2014-15
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Oct-17-2015,41,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 2,Minimal,Oct-17-2015,41,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Oct-17-2015,41,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Oct-17-2015,41,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Oct-24-2015,42,2015-16
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 2,Minimal,Oct-24-2015,42,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 2,Minimal,Oct-24-2015,42,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Oct-24-2015,42,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Oct-24-2015,42,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Oct-24-2015,42,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Oct-24-2015,42,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,Oct-31-2015,43,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Oct-31-2015,43,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Nov-07-2015,44,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Nov-07-2015,44,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Nov-07-2015,44,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Nov-07-2015,44,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Nov-14-2015,45,2015-16
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 2,Minimal,Nov-14-2015,45,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Nov-14-2015,45,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Nov-14-2015,45,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,Nov-07-2015,44,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Nov-14-2015,45,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Nov-14-2015,45,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,Nov-14-2015,45,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Nov-14-2015,45,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Nov-21-2015,46,2015-16
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,Nov-14-2015,45,2015-16
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,Influenza Information,Level 2,Minimal,Nov-21-2015,46,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Nov-21-2015,46,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Nov-21-2015,46,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Nov-28-2015,47,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Nov-14-2015,45,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Nov-28-2015,47,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,Nov-28-2015,47,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Nov-21-2015,46,2015-16
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,Nov-21-2015,46,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Nov-21-2015,46,2015-16
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 2,Minimal,Nov-21-2015,46,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Nov-28-2015,47,2015-16
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Nov-28-2015,47,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Dec-05-2015,48,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Dec-05-2015,48,2015-16
Puerto Rico,http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx,Puerto Rico Departamento de Salud,Level 2,Minimal,Dec-05-2015,48,2015-16
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-05-2015,48,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Dec-12-2015,49,2015-16
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-12-2015,49,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Dec-12-2015,49,2015-16
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Dec-12-2015,49,2015-16
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Jan-02-2016,52,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Jan-02-2016,52,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Jan-02-2016,52,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,Jan-02-2016,52,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 2,Minimal,Dec-12-2015,49,2015-16
Pennsylvania,http://www.flufreepa.com,Influenza Weekly Report ,Level 2,Minimal,Dec-12-2015,49,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-12-2015,49,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Dec-19-2015,50,2015-16
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 2,Minimal,Dec-19-2015,50,2015-16
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Nov-28-2015,47,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-19-2015,50,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 2,Minimal,Dec-19-2015,50,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Dec-19-2015,50,2015-16
Pennsylvania,http://www.flufreepa.com,Influenza Weekly Report ,Level 2,Minimal,Dec-19-2015,50,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-19-2015,50,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Dec-19-2015,50,2015-16
Minnesota,http://www.health.state.mn.us/divs/idepc/diseases/flu/stats/index.html,Weekly Influenza Activity: Statistics,Level 2,Minimal,Dec-19-2015,50,2015-16
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-19-2015,50,2015-16
Louisiana,http://new.dhh.louisiana.gov/index.cfm/page/1591,Influenza,Level 2,Minimal,Dec-19-2015,50,2015-16
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-26-2015,51,2015-16
Missouri,http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php,Influenza Data & Statistical Reports ,Level 2,Minimal,Dec-26-2015,51,2015-16
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 2,Minimal,Dec-26-2015,51,2015-16
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Dec-19-2015,50,2015-16
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Dec-26-2015,51,2015-16
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Dec-26-2015,51,2015-16
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 2,Minimal,Dec-26-2015,51,2015-16
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Dec-26-2015,51,2015-16
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 2,Minimal,Jan-02-2016,52,2015-16
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Oct-25-2008,43,2008-09
Mississippi,http://www.msdh.state.ms.us/msdhsite/_static/14%2C0%2C199%2C230.html,Mississippi Flu Surveillance and Influenza-Like Illness Reports,Level 2,Minimal,Nov-01-2008,44,2008-09
West Virginia,http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx,Current Influenza Surveillance,Level 2,Minimal,Nov-15-2008,46,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Nov-15-2008,46,2008-09
Pennsylvania,http://www.flufreepa.com,Influenza Weekly Report ,Level 2,Minimal,Nov-08-2008,45,2008-09
Virginia,http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/,Virginia Weekly Influenza Activity Report,Level 2,Minimal,Nov-22-2008,47,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Nov-29-2008,48,2008-09
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Nov-15-2008,46,2008-09
New York City,http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page,Surveillance Data,Level 2,Minimal,Nov-22-2008,47,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Dec-13-2008,50,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Dec-06-2008,49,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-06-2008,49,2008-09
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 2,Minimal,Nov-29-2008,48,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-13-2008,50,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Dec-20-2008,51,2008-09
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 2,Minimal,Dec-27-2008,52,2008-09
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Dec-27-2008,52,2008-09
Arkansas,http://www.healthy.arkansas.gov/programs-services/topics/influenza,Communicable Disease and Immunizations,Level 2,Minimal,Jan-03-2009,53,2008-09
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Dec-27-2008,52,2008-09
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Jan-10-2009,1,2008-09
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,Jan-03-2009,53,2008-09
North Dakota,http://www.ndflu.com/default.aspx,Influenza,Level 2,Minimal,Jan-03-2009,53,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Jan-10-2009,1,2008-09
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Jan-17-2009,2,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Jan-17-2009,2,2008-09
Nevada,http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/,"Influenza (Flu): Surveillance, News Releases and Brochures",Level 2,Minimal,Jan-24-2009,3,2008-09
Georgia,https://dph.georgia.gov/flu-activity-georgia,Weekly Influenza Surveillance in Georgia,Level 2,Minimal,Jan-24-2009,3,2008-09
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Jan-24-2009,3,2008-09
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,Level 2,Minimal,Jan-31-2009,4,2008-09
Maryland,https://phpa.health.maryland.gov/influenza/fluwatch,Influenza Surveillance,Level 2,Minimal,Jan-31-2009,4,2008-09
Massachusetts,http://blog.mass.gov/publichealth/category/flu-facts/,Influenza Surveillance Data,Level 2,Minimal,Jan-31-2009,4,2008-09
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 2,Minimal,Jan-31-2009,4,2008-09
New Jersey,http://www.nj.gov/health/cd/topics/flu.shtml,Seasonal Influenza - Surveillance,Level 2,Minimal,Jan-31-2009,4,2008-09
Alabama,http://adph.org/influenza/,Influenza Surveillance,Level 2,Minimal,Jan-31-2009,4,2008-09
Oregon,http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx,Influenza Disease Surveillance Data,Level 2,Minimal,Feb-07-2009,5,2008-09
North Carolina,http://www.flu.nc.gov/%20,North Carolina Influenza Update,Level 2,Minimal,Feb-07-2009,5,2008-09
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 2,Minimal,Feb-07-2009,5,2008-09
Maine,http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml,Weekly Surveillance Updates,Level 2,Minimal,Feb-07-2009,5,2008-09
Illinois,http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance,Seasonal Influenza Surveillance Reports,Level 2,Minimal,Feb-07-2009,5,2008-09
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Feb-07-2009,5,2008-09
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Feb-14-2009,6,2008-09
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Feb-07-2009,5,2008-09
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 2,Minimal,Feb-21-2009,7,2008-09
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 2,Minimal,Feb-21-2009,7,2008-09
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 2,Minimal,Feb-21-2009,7,2008-09
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Feb-21-2009,7,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 2,Minimal,Feb-21-2009,7,2008-09
New Mexico,https://nmhealth.org/about/erd/ideb/isp/,Flu in New Mexico,Level 2,Minimal,Feb-14-2009,6,2008-09
Michigan,http://www.michigan.gov/mdch/0%2C1607%2C7-132-2940_2955_22779_40563_48357-191722--%2C00.html,Influenza Activity and Surveillance,Level 2,Minimal,Feb-14-2009,6,2008-09
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Feb-14-2009,6,2008-09
Alaska,http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx%20,Influenza Surveillance Report,Level 2,Minimal,Feb-21-2009,7,2008-09
Arizona,http://www.azdhs.gov/phs/oids/epi/flu/index.htm,Influenza & RSV Surveillance,Level 2,Minimal,Feb-21-2009,7,2008-09
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Feb-28-2009,8,2008-09
Hawaii,http://health.hawaii.gov/docd/resources/reports/influenza-reports/,Hawaii's Influenza Surveillance Program,Level 2,Minimal,Feb-28-2009,8,2008-09
Idaho,http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx,Influenza,Level 2,Minimal,Feb-28-2009,8,2008-09
Vermont,http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance,Flu Activity,Level 2,Minimal,Feb-21-2009,7,2008-09
South Carolina,http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/,Influenza Activity and Surveillance,Level 2,Minimal,Feb-21-2009,7,2008-09
South Dakota,http://doh.sd.gov/diseases/infectious/flu/default.aspx,Influenza Information,Level 2,Minimal,Feb-21-2009,7,2008-09
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 2,Minimal,Feb-21-2009,7,2008-09
California,https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx,Influenza (Flu),Level 2,Minimal,Mar-07-2009,9,2008-09
Colorado,https://www.colorado.gov/pacific/cdphe/influenza-data,Influenza Surveillance,Level 2,Minimal,Mar-07-2009,9,2008-09
Connecticut,http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics,Flu Statistics,Level 2,Minimal,Mar-07-2009,9,2008-09
Delaware,http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html,Weekly Influenza Surveillance Reports,Level 2,Minimal,Mar-07-2009,9,2008-09
Rhode Island,http://www.health.ri.gov/data/flu/index.php,Influenza Surveillance,Level 2,Minimal,Mar-07-2009,9,2008-09
Kentucky,http://chfs.ky.gov/dph/epi/Influenza.htm,Influenza - Flu,Level 2,Minimal,Mar-14-2009,10,2008-09
Indiana,http://www.in.gov/isdh/22104.htm,Influenza in Indiana,Level 2,Minimal,Mar-14-2009,10,2008-09
Tennessee,http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html,Influenza-Like Illness Surveillance Summary Archive,Level 2,Minimal,Mar-07-2009,9,2008-09
Texas,http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/,Influenza Surveillance,Level 2,Minimal,Mar-21-2009,11,2008-09
Utah,http://health.utah.gov/epi/diseases/influenza/surveillance/index.html,Seasonal Influenza Weekly Update,Level 2,Minimal,Mar-21-2009,11,2008-09
Oklahoma,http://www.ok.gov/health/Disease%2C_Prevention%2C_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html,Influenza Information,Level 2,Minimal,Mar-21-2009,11,2008-09
